name_en,short_desc,category,size
5_SM_FileCabinbet_A,beige metal file cabinet,cabinet,"0.5000,0.4030,1.1500"
5_SM_FileCabinbet_B,beige three drawer file cabinet,cabinet,"0.4150,0.4984,0.6400"
5_SM_PC_B_Keyboard,silver gray keyboard,keyboard,"0.4387,0.1209,0.0141"
5_SM_PC_B_Monitor,silver framed flat screen monitor,monitor,"0.1980,0.7096,0.5542"
5_SM_PC_B_Pad,dark gray mouse pad,pad,"0.6011,0.8012,0.0088"
5_SM_Pencil_A,pink wooden pencil,pencil,"0.0079,0.1669,0.0077"
5_SM_Phone_B,beige coiled landline phone,phone,"0.2980,0.3168,0.0993"
5_SM_Shelf_A_B,beige open bookshelf,bookcase,"0.9324,0.2938,1.9539"
5_SM_Shelf_A_Frame,beige open bookshelf,bookcase,"0.9324,0.2900,1.9539"
5_SM_Table_A,brown oval desk surface,desk,"12.1126,7.2462,0.8125"
5_SM_ToiletSink_A_Sink,white ceramic washbasin,basin,"0.5438,0.4143,0.4269"
5_Toilet_A_Close,light gray ceramic toilet,toilet,"0.4586,0.6392,0.7253"
5_Toilet_A_Open,light gray ceramic toilet,toilet,"0.4586,0.6392,0.8569"
6_SM_DeskTape_01,gray plastic tape dispenser,dispenser,"0.1845,0.0548,0.0679"
6_SM_Document_Binder_02,beige metal clipboard,clipboard,"0.2363,0.3700,0.0200"
6_SM_FileCabinet_01,gray blue metal file cabinet,cabinet,"0.5001,0.4041,1.1500"
6_SM_PC_Case_01,beige retro computer tower,tower,"0.5012,0.4321,0.1100"
6_SM_PC_Socket_01,gray metal connector,connector,"0.0487,0.0499,0.0128"
6_SM_PC_Socket_02,gray rectangular electrical plug,plug,"0.0235,0.0616,0.0165"
6_SM_Speaker_01_Main_01,gray textured cubic speaker,speaker,"0.4160,0.3169,0.4527"
7_SM_board_stand,gray whiteboard metal stand,stand,"1.6824,0.3900,1.8114"
7_SM_board_wall,white aluminum display board,board,"1.6099,0.0330,0.9241"
7_SM_CabinetFiller_Cardboard_02,brown cardboard box,box,"0.5383,0.3534,0.4034"
7_SM_CabinetFiller_Cardboard_05,brown cardboard box,box,"0.5462,0.3512,0.2788"
7_SM_CabinetFiller_Cardboard_09,flat gray brown cardboard sheet,cardboard,"0.5621,0.6994,0.0366"
7_SM_CabinetFiller_Cardboard_10,beige cardboard piece,cardboard,"0.5553,0.4887,0.0223"
7_SM_CabinetFiller_Cardboard_13,gray brown corrugated box,box,"0.1099,0.1688,0.1016"
7_SM_CabinetFiller_DangerousContainer_01,dark gray metal canister,canister,"0.1462,0.0663,0.1996"
7_SM_CabinetFiller_DangerousContainer_02,white plastic bottle,bottle,"0.0749,0.0409,0.1892"
7_SM_CabinetFiller_Glue_01,white plastic bottle,bottle,"0.0733,0.0366,0.1670"
7_SM_CabinetFiller_Glue_02,white plastic bottle,bottle,"0.0733,0.0366,0.1670"
7_SM_CabinetFiller_PillBottle_02,beige plastic bottle,bottle,"0.0831,0.0831,0.1343"
7_SM_CabinetFiller_Pomad_01,beige tube shower gel,bottle,"0.0612,0.0429,0.1659"
7_SM_CabinetFiller_Pomad_02,light blue squeeze tube,tube,"0.0612,0.0429,0.1659"
7_SM_CabinetFiller_Spray_01,white light blue spray can,spray,"0.0621,0.0621,0.1664"
7_SM_CabinetFiller_WaterSpray,light blue spray bottle,bottle,"0.1145,0.0357,0.2571"
7_SM_Chair_01,gray metal adjustable stool,stool,"0.4580,0.4511,0.7088"
7_SM_Chair_02,gray padded swivel chair,chair,"0.6604,0.6769,0.9685"
7_SM_Clock_Body,white gray wall clock,clock,"0.2391,0.0200,0.2399"
7_SM_documents_dressing_clipboard,brown wooden clipboard,clipboard,"0.2363,0.0197,0.3498"
7_SM_documents_dressing_paper_01,grayscale photo newspaper,newspaper,"0.2131,0.0000,0.3009"
7_SM_documents_dressing_paper_02,white printed document sheet,sheet,"0.2131,0.3009,0.0000"
7_SM_documents_dressing_pen,gray white ballpoint pen,pen,"0.0112,0.1448,0.0112"
7_SM_documents_dressing_picture_01,muted earth vintage print,rug,"0.0735,0.0023,0.0717"
7_SM_ElectronicScale_Electronic_Scale,white gray digital scale,scale,"0.2862,0.2601,0.1111"
7_SM_ExitSign_Sign,white red exit sign,sign,"0.6155,0.1611,0.4100"
7_SM_handwash_sink_main,light gray washbasin,basin,"0.5438,0.4046,0.4077"
7_SM_JesusCross,beige wooden crucifix,cross,"0.2216,0.0547,0.3010"
7_SM_MechanicalScale,white clock hanging scale,clock,"0.4000,0.6239,1.6871"
7_SM_Microscope_Platform,white gray compact coffee machine,machine,"0.1386,0.1710,0.2539"
7_SM_Microscope_Scope,gray dual eyepiece microscope,microscope,"0.0646,0.0688,0.0460"
7_SM_PlasticContainer_plastic_containers_01,white plastic bucket,bucket,"0.2636,0.2321,0.3000"
7_SM_PlasticContainer_plastic_containers_02,gray blue plastic jerry can,can,"0.2932,0.2932,0.4748"
7_SM_PlasticContainer_plastic_containers_05,gray blue plastic jerry can,can,"0.2332,0.1140,0.3612"
7_SM_PlasticContainer_plastic_containers_07,gray plastic jerrycan,jerrycan,"0.2288,0.1207,0.2841"
7_SM_SurgeryProps_Hammer,beige rubber mallet,mallet,"0.0789,0.0289,0.2200"
7_SM_Trashbin_Trashbin_Big_Body,beige plastic trash bin,bin,"0.3852,0.3194,0.5727"
7_SM_Trashbin_Trashbin_Big_Plastic,gray stone textured trash bin,bin,"0.3013,0.3950,0.4190"
7_SM_Trashbin_Trashbin_Small_InsideBody,black plastic waste bin,bin,"0.2407,0.2420,0.2800"
7_SM_WallOutlet_DualOutlet,white rectangular wall outlet,outlet,"0.0769,0.0047,0.1136"
7_SM_WallOutlet_DualSwitch,white rectangular toggle switch,switch,"0.0700,0.0070,0.1200"
8_SM_arcade_game_01,dark gray retro arcade cabinet,cabinet,"0.5900,0.6500,1.7000"
8_SM_bar_props_barrel_beer,gray metallic beer keg,keg,"0.3083,0.3083,0.4704"
8_SM_coffee_machine_bag,brown paper coffee bag,bag,"0.2361,0.1095,0.3470"
8_SM_coffee_machine_cup,gray ceramic cup,cup,"0.1003,0.0813,0.0466"
8_SM_coffee_machine_machine,gray commercial espresso machine,machine,"0.6217,0.4205,0.3802"
8_Sm_drum_kit_base_drum,red metallic drum kit,drum,"0.7065,0.7061,0.8803"
8_Sm_drum_kit_chair,black cushioned drum throne,throne,"0.4102,0.4639,0.5040"
8_Sm_drum_kit_complete,red metallic drum kit,drum,"1.7872,1.4392,1.3142"
8_Sm_drum_kit_floor_tom,coral red floor tom drum,drum,"0.5351,0.5257,0.7033"
8_Sm_drum_kit_hi_hat,beige metal drum pad,pad,"0.5046,0.4792,1.3140"
8_Sm_drum_kit_snare_drum,red chrome snare drum,drum,"0.4719,0.4639,0.7279"
8_SM_electric_guitar_01,coral pink electric guitar,guitar,"0.5780,0.4192,1.2389"
8_SM_fridge_01,gray commercial refrigerator,refrigerator,"1.4000,0.6200,1.0000"
8_SM_fridge_02,gray commercial prep station,station,"1.4000,0.6200,1.0122"
8_SM_fridge_03,gray metal storage cabinet,cabinet,"1.3900,0.6138,2.0700"
8_SM_fule_pump_01,vintage red fuel pump,pump,"0.9371,0.5460,2.4163"
8_SM_keybaord_01,gray electronic x stand,stand,"1.3000,0.3782,1.0147"
8_SM_Light,gray metal lantern,lantern,"0.0979,0.1527,0.2368"
8_SM_Light_ceiling_fan,gray wooden ceiling fan,fan,"2.0846,1.9862,0.7596"
8_SM_microphone_01,black gray microphone stand,stand,"0.5503,0.4797,1.6191"
8_SM_motorcycle_01,pink chrome cruiser motorcycle,motorcycle,"2.4886,0.8611,1.5499"
8_SM_pool_table_main,brown wooden pool table,table,"2.6166,1.5166,0.8964"
8_SM_sign_neon_06,red arrow shaped billboard,billboard,"1.2082,0.1091,0.3643"
8_SM_sign_pictures_02,dark framed photograph,frame,"0.6384,0.0333,0.4863"
8_SM_sign_pictures_04,dark gray framed photograph,frame,"0.4626,0.0299,0.8025"
8_SM_sign_pictures_05,black framed picture,frame,"0.9175,0.0333,0.4946"
8_SM_sign_pictures_07,dark framed photograph,frame,"0.5999,0.0299,0.8485"
8_SM_sign_pictures_08,dark gray framed photograph,frame,"0.6767,0.0284,0.9622"
8_SM_small_props_bar_single_glass_01,frosted glass beer pint,vase,"0.0651,0.0651,0.1423"
8_SM_small_props_bar_single_glass_02,dark matte water cup,cup,"0.0400,0.0400,0.0504"
8_SM_small_props_bar_single_glass_03,dark gray wine glass,glass,"0.0667,0.0667,0.1485"
8_SM_small_props_bottle_beer_01,green glass beer bottle,bottle,"0.0531,0.0530,0.1793"
8_SM_small_props_bottle_beer_03,green frosted beer bottle,bottle,"0.0528,0.0530,0.1795"
8_SM_small_props_bottle_beer_04,tall glass bottle,bottle,"0.0509,0.0510,0.2025"
8_SM_small_props_can01,gray wooden beverage can,can,"0.0491,0.0491,0.1266"
8_SM_small_props_can02,blue illustrated soda can,can,"0.0491,0.0491,0.0872"
8_SM_small_props_can03,coral red aluminum can,can,"0.0491,0.0491,0.0872"
8_SM_small_props_can04,white aluminum beer can,can,"0.0491,0.0491,0.1266"
8_SM_small_props_debris_can_01,crushed red soda can,can,"0.0573,0.0573,0.0538"
8_SM_small_props_debris_can_02,blue cylindrical tin can,can,"0.0567,0.0535,0.0510"
8_SM_small_props_debris_can_04,white cylindrical container,vase,"0.0814,0.0520,0.0515"
8_SM_small_props_liquor_bottle_02,dark wine bottle,bottle,"0.0879,0.0879,0.3055"
8_SM_small_props_liquor_bottle_10,brown frosted wine bottle,bottle,"0.0884,0.0887,0.3516"
8_SM_small_props_table_stuff_02,gray cubic storage box,box,"0.0800,0.0922,0.0800"
8_SM_small_props_table_stuff_03,gray ceramic pepper mill,mill,"0.0251,0.0251,0.0631"
8_SM_small_props_table_stuff_05,dark glass ketchup bottle,bottle,"0.0298,0.0299,0.1063"
8_SM_small_table_chair,silver metal bar stool,stool,"0.5294,0.5294,0.7952"
8_SM_speakers_01,dark gray fabric speaker cabinet,cabinet,"0.8100,0.3656,0.7200"
8_SM_speakers_02,dark gray fabric speaker cabinet,cabinet,"0.7100,0.3456,0.7150"
8_SM_speakers_03,black cream shallosound amplifier,amplifier,"0.7103,0.2231,0.2771"
8_SM_structure_bar_door,brown wooden gate panel,gate,"1.0357,0.0700,0.8790"
8_SM_structure_entrance_door_01,brown glass door,door,"1.2000,0.2134,3.0000"
8_SM_structure_entrance_door_02,brown frosted double door window,window,"2.0354,0.2062,2.7000"
8_SM_tv_01,gray framed lcd tv,tv,"1.0727,0.1690,0.7104"
a_AirConditioning1,weathered gray air conditioning unit,unit,"0.9986,0.4779,0.7674"
a_AirConditioning2,gray dual fan air conditioner,air,"0.9986,0.4779,1.4319"
a_Antenna1,gray metal rooftop antenna,antenna,"1.0466,0.7280,2.4189"
a_Antenna2,gray metal tv antenna,antenna,"0.5286,0.7237,2.7365"
a_Antenna3,gray metallic tv antenna,antenna,"0.5607,0.3503,1.7537"
a_ATM,gray rectangular atm machine,machine,"0.7684,1.1551,1.7082"
a_Bag1,black cylindrical duffel bag,bag,"0.8053,0.2887,0.3393"
a_Bag2,dark gray rolling suitcase,suitcase,"0.5118,0.4324,1.0656"
a_Beam1,dark steel i beam,beam,"3.3263,0.2053,0.2370"
a_beam2,dark steel i beam bundle,beam,"3.5074,0.9167,0.6609"
a_Bench,blue upholstered bench,bench,"2.4811,0.7103,1.1067"
a_Biotoilet,blue gray portable toilet,toilet,"1.1779,1.1767,2.4645"
a_Bottle1,dark glass bottle,bottle,"0.0694,0.0694,0.2739"
a_Bottle2,dark brown glass bottle,bottle,"0.0694,0.0694,0.2739"
a_Bottle3,green glass soda bottle,bottle,"0.0694,0.0694,0.2739"
a_Bottle4,orange flavored soda bottle,bottle,"0.0694,0.0694,0.2739"
a_Bottle5,green plastic bottle,bottle,"0.0731,0.0732,0.2472"
a_Bottle6,green plastic soda bottle,bottle,"0.0731,0.0732,0.2472"
a_Bottle7,dark cola bottle,bottle,"0.0731,0.0732,0.2472"
a_Bottle8,dark plastic cola bottle,bottle,"0.0731,0.0732,0.2472"
a_Box1,gray metal military crate,crate,"0.9981,0.9981,0.9998"
a_Box2,gray green canvas wooden crate,crate,"1.2394,1.2681,1.0125"
a_Brick1,reddish brown perforated brick,brick,"0.2712,0.1254,0.0914"
a_Brick2,reddish brown perforated brick,brick,"0.2712,0.1254,0.0916"
a_Brick3,reddish brown perforated brick,brick,"0.1791,0.1263,0.0916"
a_Brush,gray beige paintbrush,brush,"0.1241,0.3915,0.0268"
a_Can1,teal green gradient soda can,can,"0.0893,0.0893,0.1777"
a_Can2,orange gradient beverage can,can,"0.0893,0.0893,0.1777"
a_Can3,blue aluminum can,can,"0.0893,0.0893,0.1777"
a_Can4,red aluminum can,can,"0.0893,0.0893,0.1777"
a_Candy1,pink green candy wrapper,wrapper,"0.0706,0.1622,0.0420"
a_Candy2,brown wafer candy wrapper,wrapper,"0.0706,0.1622,0.0420"
a_Candy3,red white snack package,package,"0.0706,0.1622,0.0420"
a_Candy4,yellow transparent snack package,package,"0.0706,0.1622,0.0420"
a_Canister1,dark blue plastic jerry can,can,"0.5085,0.4733,0.8208"
a_Canister2,dark blue gray plastic jerry can,can,"0.3896,0.2487,0.5923"
a_Chips1,yellow red potato chips bag,bag,"0.1471,0.1890,0.0479"
a_Chips2,red brown chip bag,bag,"0.1471,0.1890,0.0479"
a_Chips3,green sealed snack bag,bag,"0.1471,0.1890,0.0479"
a_Chips4,blue ridged potato chips bag,bag,"0.1471,0.1890,0.0479"
a_Choco1,dark chocolate wrapper,wrapper,"0.0673,0.1650,0.0126"
a_Choco2,purple chocolate bar,bar,"0.0673,0.1650,0.0126"
a_Choco3,chocolate brown wrapper,wrapper,"0.0673,0.1650,0.0126"
a_Choco4,chocolate brown wrapper,wrapper,"0.0673,0.1650,0.0126"
a_Choco5,red yellow chocolate bar,bar,"0.0413,0.1505,0.0220"
a_Choco6,red white chocolate wrapper,wrapper,"0.0413,0.1505,0.0220"
a_Choco7,blue red striped wrapper,wrapper,"0.0413,0.1505,0.0220"
a_Choco8,blue wrapped chocolate bar,bar,"0.0413,0.1505,0.0220"
a_CoffeeCup,gray paper cup,cup,"0.0987,0.0987,0.1096"
a_CoffeeMachine,dark gray vending coffee machine,machine,"0.6766,0.7084,1.9962"
a_Container,blue gray rusted shipping container,container,"6.1208,2.4566,2.6221"
a_Container2,dark blue shipping container,container,"6.1208,2.4566,2.6221"
a_ContainerDoorL,dark gray blue metal container door,container,"1.2239,2.5091,0.1321"
a_ContainerDoorR,dark gray blue metal container door,container,"1.3023,2.5091,0.1321"
a_Dumpster,dark gray blue weathered dumpster,dumpster,"2.4108,1.1191,1.5054"
a_DumpsterCap,black ribbed plastic lid,lid,"1.1048,1.0549,0.1675"
a_Floodlight1,dark gray floodlight,lamp,"0.2176,0.1769,0.1701"
a_Floodlight1Stand,yellow metal stand,stand,"0.3128,0.1834,0.3181"
a_FloverTub,terracotta ceramic planter,planter,"0.2575,0.2575,0.2211"
a_FoldingChair,gray fabric folding chair,chair,"0.5647,0.6174,0.9637"
a_Generator,red tubular generator,chair,"0.4695,0.6447,0.4785"
a_Hydrant,weathered red fire hydrant,hydrant,"0.2412,0.2919,0.5615"
a_IceBox,gray plastic cooler box,box,"0.9911,0.4961,0.5464"
a_KeroseneLamp,rusty red metal lantern,lantern,"0.2122,0.1775,0.5428"
a_Ladder,gray metal folding ladder,ladder,"0.6593,1.2312,1.7224"
a_LeatherChair,dark brown upholstered armchair,chair,"1.0731,0.8511,0.9749"
a_LeatherSofa,dark brown three seater sofa,sofa,"2.3716,0.8570,0.9749"
a_MetalCloset1,gray open front storage cabinet,cabinet,"0.5122,0.3999,1.8602"
a_MetalCloset2,gray open shelving unit,shelf,"0.9619,0.3999,1.8602"
a_Money1,yellow band hundred dollar bills,bill,"0.1560,0.0660,0.0173"
a_Money2,yellow wrapped hundred dollar bills,bill,"0.1560,0.0660,0.0173"
a_Money3,yellow band dollar stack,stack,"0.1560,0.0660,0.0173"
a_Money4,yellow bank hundred dollar bills,bill,"0.1560,0.0660,0.0173"
a_PaintCan,gray metal paint can,can,"0.2317,0.2317,0.2813"
a_PalletJack,brown metal pallet jack,cart,"1.3859,0.5424,1.1646"
a_Payphone,blue metal telephone booth,booth,"0.5166,0.5175,2.0046"
a_RoadBlock1,gray metal barrier,barrier,"2.4445,0.4306,1.0900"
a_RoadBlock2,reddish brown concrete barrier,barrier,"1.6920,0.5412,0.8628"
a_Sack1,gray fabric cushion,cushion,"0.8806,0.5078,0.3275"
a_Sack2,gray burlap sack,sack,"0.4989,0.3048,0.8799"
a_Safe,dark gray metal safe box,safe,"0.7350,0.7558,0.7350"
a_SatelliteDish1,gray metal satellite dish,dish,"1.2627,0.9228,1.2988"
a_SatelliteDish2,gray metal satellite dish,dish,"1.2002,1.0229,1.1339"
a_Signs01,green rectangular fire exit sign,sign,"0.3770,0.0098,0.1614"
a_Signs02,green running fire exit,sign,"0.3770,0.0098,0.1614"
a_Signs03,green running fire exit,sign,"0.3770,0.0098,0.1614"
a_Signs04,green rectangular fire exit sign,sign,"0.3770,0.0098,0.1614"
a_Signs05,gray directional sign,sign,"0.3770,0.0098,0.1614"
a_Signs06,gray female restroom sign,sign,"0.3770,0.0098,0.1614"
a_Signs07,gray rectangular storage room sign,sign,"0.3770,0.0098,0.1614"
a_Signs08,yellow flame caution sign,sign,"0.3770,0.0098,0.3023"
a_Signs09,yellow laser caution sign,sign,"0.3770,0.0098,0.3023"
a_Signs10,yellow rectangular caution sign,sign,"0.3770,0.0098,0.3023"
a_Signs11,yellow rectangular caution sign,sign,"0.3770,0.0098,0.3023"
a_Signs12,yellow hand caution sign,sign,"0.3770,0.0098,0.3023"
a_Signs13,red white prohibition sign,sign,"0.2703,0.0098,0.3777"
a_Signs14,white red prohibition sign,sign,"0.2703,0.0098,0.3777"
a_Signs15,white red rectangular sign,sign,"0.2703,0.0098,0.3777"
a_Signs16,red prohibition sign,sign,"0.2703,0.0098,0.3777"
a_Signs17,gray rectangular sign,sign,"0.2703,0.0098,0.3777"
a_Signs18,white red no smoking sign,sign,"0.3777,0.0098,0.2698"
a_Signs19,white red emergency exit,sign,"0.3777,0.0098,0.2698"
a_Signs20,green white emergency sign,sign,"0.3777,0.0098,0.2698"
a_Signs21,green white emergency sign,sign,"0.3777,0.0098,0.2698"
a_Signs22,blue white notice sign,sign,"0.3777,0.0098,0.2698"
a_SM_acetylene_welding_compiled,green gray gas cylinder,cylinder,"0.6111,0.5036,1.4133"
a_SM_acetylene_welding_cylinder_01,weathered gray gas cylinder,cylinder,"0.3175,0.2097,1.1214"
a_SM_acetylene_welding_cylinder_02,weathered gray gas cylinder,cylinder,"0.2097,0.2097,1.1523"
a_SM_acetylene_welding_cylinder_03,green welding cylinder,cylinder,"0.3177,0.2097,1.3969"
a_SM_acetylene_welding_cylinder_04,dark green welding cylinder,cylinder,"0.2097,0.2097,1.4279"
a_SM_Ammo_Box_Black_Wooden_01a,weathered wooden crate,crate,"1.0486,0.4666,0.4142"
a_SM_Ammo_Box_Green_Wooden_01a,dark green military box,box,"1.0486,0.4872,0.4188"
a_SM_Armchair,mid century modern wooden armchair,chair,"0.7550,0.8836,0.8075"
a_SM_Armchair.001,beige linen cushion,cushion,"0.4139,0.1898,0.2423"
a_SM_Armchair_02,charcoal upholstered lounge chair,chair,"0.8031,0.8594,0.8725"
a_SM_assualt_rifle_01_dual_mag,dark gray wooden rifle,rifle,"0.9024,0.2879,0.0689"
a_SM_assualt_rifle_01_empty,dark wooden rifle,rifle,"0.9024,0.1966,0.0585"
a_SM_assualt_rifle_01_mag_01,dark gray curved rifle magazine,magazine,"0.1451,0.2060,0.0283"
a_SM_assualt_rifle_01_mag_02,gray ribbed rifle magazine,magazine,"0.1937,0.2282,0.0586"
a_SM_assualt_rifle_01_single_mag,dark gray wooden rifle,rifle,"0.9024,0.2656,0.0585"
a_SM_auto_repair_03_container_01,white plastic bottle,bottle,"0.0652,0.0652,0.1594"
a_SM_auto_repair_03_container_02,brown frosted glass bottle,bottle,"0.0650,0.0650,0.1594"
a_SM_auto_repair_03_container_03,gray adhesive bottle,bottle,"0.0700,0.0700,0.1225"
a_SM_auto_repair_03_container_04,brown plastic bottle,bottle,"0.0700,0.0700,0.1225"
a_SM_auto_repair_03_container_05,white cylindrical grease container,container,"0.1187,0.1187,0.1045"
a_SM_auto_repair_03_container_06,gray cylindrical container,vase,"0.1187,0.1187,0.0751"
a_SM_auto_repair_03_debris_01,white pearl spray can,spray,"0.1740,0.0646,0.0646"
a_SM_auto_repair_03_debris_04,dark gray spray can,can,"0.1546,0.0661,0.0661"
a_SM_auto_repair_03_gallon_01,vintage red metal can,can,"0.1830,0.0830,0.2597"
a_SM_auto_repair_03_gallon_02,blue metal fuel canister,canister,"0.1830,0.0830,0.2597"
a_SM_auto_repair_03_glue_01,teal blue tube,vase,"0.0612,0.0429,0.1659"
a_SM_auto_repair_03_glue_02,gray red sealant tube,tube,"0.0612,0.0429,0.1659"
a_SM_auto_repair_03_glue_03,gray plastic bottle,bottle,"0.0733,0.0366,0.1670"
a_SM_auto_repair_03_glue_04,yellow industrial adhesive bottle,bottle,"0.0733,0.0366,0.1670"
a_SM_auto_repair_03_oil,tan plastic oil can,can,"0.2312,0.0800,0.1727"
a_SM_auto_repair_03_spray_01,red white spray can,can,"0.0621,0.0621,0.1664"
a_SM_auto_repair_03_spray_02,gray white aerosol can,can,"0.0621,0.0621,0.1664"
a_SM_auto_repair_03_spray_03,yellow gray aerosol can,can,"0.0564,0.0613,0.1625"
a_SM_auto_repair_03_spray_04,blue red yellow spray can,can,"0.0566,0.0614,0.1625"
a_SM_auto_repair_03_spray_05,black spray can,can,"0.0623,0.0623,0.2004"
a_SM_auto_repair_03_spray_06,gray white spray paint can,can,"0.0623,0.0623,0.2000"
a_SM_auto_repair_03_spray_07,black spray can,can,"0.0623,0.0623,0.1795"
a_SM_auto_repair_03_spray_08,white spray paint can,can,"0.0623,0.0623,0.1795"
a_SM_auto_repair_03_tape_01,brown gray masking tape,tape,"0.0920,0.0920,0.0170"
a_SM_auto_repair_03_tape_02,gray adhesive tape roll,roll,"0.0920,0.0920,0.0459"
a_SM_auto_repair_03_tape_03,burgundy gray tape roll,roll,"0.0504,0.0504,0.0160"
a_SM_auto_repair_props_01_battery,gray blue power battery,battery,"0.2800,0.1600,0.2004"
a_SM_auto_repair_props_01_clamp,weathered gray green metal vise,vise,"0.4404,0.3358,0.1967"
a_SM_auto_repair_props_01_drill,teal gray power drill,drill,"0.1763,0.1598,0.0532"
a_SM_auto_repair_props_01_tool_box,weathered red black metal toolbox,toolbox,"0.4500,0.1950,0.2626"
a_SM_auto_repair_props_02_adhustable_wrench,rusty gray adjustable wrench,wrench,"0.3190,0.0892,0.0180"
a_SM_auto_repair_props_02_box,gray metal socket wrench,wrench,"0.0298,0.0298,0.0384"
a_SM_auto_repair_props_02_box_handle,gray metal threaded rod,rod,"0.3000,0.0465,0.0299"
a_SM_auto_repair_props_02_hammer_big,gray metal sledgehammer,hammer,"0.1630,0.3647,0.0552"
a_SM_auto_repair_props_02_hammer_small,gray metal hammer,hammer,"0.1468,0.2807,0.0291"
a_SM_auto_repair_props_02_monkey_wrench,red metal pipe wrench,wrench,"0.4707,0.0849,0.0262"
a_SM_auto_repair_props_02_pliers_01,red gray steel pliers,pliers,"0.0801,0.2030,0.0270"
a_SM_auto_repair_props_02_pliers_02,orange rubber pliers,pliers,"0.0571,0.2207,0.0173"
a_SM_auto_repair_props_02_screw_driver,blue plastic screwdriver,tool,"0.3094,0.0304,0.0302"
a_SM_auto_repair_props_02_tire_wrench,gray cross shaped lug wrench,wrench,"0.3300,0.3300,0.0290"
a_SM_auto_repair_props_02_wrench_01,gray flat double ended wrench,wrench,"0.3361,0.0707,0.0107"
a_SM_auto_repair_props_02_wrench_02,gray combination wrench,wrench,"0.3320,0.0627,0.0176"
a_SM_auto_repair_props_02_wrench_03,gray metal wrench,tool,"0.3285,0.0453,0.0513"
a_SM_auto_repair_props_04_box_tray,dark gray plastic crate,crate,"0.4462,0.3115,0.2252"
a_SM_auto_repair_props_04_chiar,gray metal bar stool,stool,"0.5050,0.5050,0.7585"
a_SM_auto_repair_table_drawer,dark green metal cabinet,cabinet,"1.1198,0.6365,0.9501"
a_SM_auto_repair_table_wooden,dark wood workbench,workbench,"2.2667,0.8491,0.9500"
a_SM_Bag_1,white paper shopping bag,bag,"0.3649,0.1188,0.3423"
a_SM_Bag_2,brown kraft paper bag,bag,"0.2265,0.1002,0.3400"
a_SM_Bag_3,black paper bag,bag,"0.2807,0.1105,0.4005"
a_SM_Bag_Props_01a,olive brown canvas bag,bag,"0.6700,0.4296,0.4535"
a_SM_Bag_Props_01c,black gold pen,pen,"0.0279,0.2939,0.0268"
a_SM_Barrel_Rope_01a,dark gray metal oil drum,drum,"0.7079,0.7079,1.0627"
a_SM_Barrel_Rope_01b,gray twisted rope bundle,rope,"0.5075,0.1243,0.0751"
a_SM_Barrel01,weathered orange drum,drum,"0.5572,0.5571,0.9144"
a_SM_Barrel02,weathered orange metal drum,drum,"0.5572,0.5571,0.9144"
a_SM_Barrel03,weathered orange oil drum,drum,"0.5572,0.5571,0.9144"
a_SM_Barrel04,weathered orange oil drum,drum,"1.5192,1.4971,0.9747"
a_SM_baseball_bat,weathered wooden club,chair,"0.1430,0.8681,0.1561"
a_SM_bed,dark wood double bed,bed,"1.8756,2.6874,1.0790"
a_SM_Bed__2_,gray upholstered double bed,bed,"2.2476,2.3776,0.9881"
a_SM_bed_compiled,worn gray pallet bed,bed,"1.3668,2.4588,0.5770"
a_SM_bed_mattress,gray worn quilted mattress,mattress,"1.2133,2.2103,0.2425"
a_SM_bed_wooden_pallet,weathered wooden pallet,pallet,"1.1696,1.0888,0.1752"
a_SM_Blinds_1,beige wooden venetian blind,blind,"1.5776,0.0936,1.7437"
a_SM_Blinds_2,beige wooden venetian blind,blind,"1.5776,0.0936,1.4287"
a_SM_board_compiled_01,gray metal display board,board,"1.6824,0.3900,1.8114"
a_SM_board_compiled_02,gray metal display board,board,"1.6824,0.3900,1.8114"
a_SM_board_empty,gray whiteboard stand,stand,"1.6824,0.3900,1.8114"
a_SM_Bolt_Action_Rifle_01a,dark brown wooden rifle,rifle,"1.6642,0.2836,0.1049"
a_SM_book_01,black embossed book,book,"0.0279,0.1963,0.2182"
a_SM_book_02,green bold book,book,"0.0234,0.1596,0.2674"
a_SM_book_03,yellow hardcover book,book,"0.0400,0.1596,0.2222"
a_SM_book_04,red orange gradient book,book,"0.0142,0.1596,0.1509"
a_SM_book_05,blue hardcover design book,book,"0.0142,0.1596,0.2005"
a_SM_BookShelf_01a,dark brown wooden bookshelf,bookcase,"1.0000,0.4000,2.0000"
a_SM_Bookshelf_01a_Blank,natural wooden bookshelf,bookcase,"1.0000,0.4000,2.0000"
a_SM_BookShelf_02,black wooden bookshelf,bookcase,"1.0894,0.2255,2.1274"
a_SM_Bottle_02,dark gray wine bottle,bottle,"0.0488,0.0488,0.1896"
a_SM_Bottle_03,gray ceramic mug,mug,"0.0399,0.0511,0.0555"
a_SM_Bowl_with_Oranges,white ceramic bowl,bowl,"0.2536,0.2527,0.1464"
a_SM_Box_Wooden_01a,weathered wooden crate,crate,"1.1187,0.5114,0.2102"
a_SM_Box01,weathered wooden crate,crate,"2.3565,1.2995,0.9418"
a_SM_Box02,weathered wooden crate,crate,"1.2995,1.4457,0.9418"
a_SM_Box03,dark teal wooden crate,crate,"2.8444,1.8516,1.0053"
a_SM_cable_work_battery_rack,weathered gray mining rack,rack,"0.4775,1.2067,0.7938"
a_SM_cable_work_cable_small_holder,gray rubber cable grommet,grommet,"0.0174,0.0046,0.0115"
